V1,V2,V3,V4,V5,
468,2.952601519,-3.307223507,6.947433714,-9.616179374,1
469,2.241828368,-3.770370624,8.10095216,-9.650771352,1
470,3.605442129,-4.283631085,8.960982003,-9.632384357,1
471,2.640496576,-5.058966604,8.05622758,-9.048966553,1
472,3.7128987,-2.949155879,9.511048752,-8.730100994,1
473,3.25530539,-4.503165065,9.645306457,-8.841251734,1
474,3.800974042,-5.349761947,8.593723009,-8.353633716,1
475,1.838302661,-3.555090697,8.316582941,-8.206068078,1
476,1.800914526,-3.181846087,10.38773812,-8.72099083,1
477,2.552801882,-4.022917184,10.31615871,-9.927105416,1
478,2.217900299,-4.626746583,9.451530346,-8.442336557,1
479,1.474677164,-4.734127291,7.248067487,-9.348355619,1
480,3.0495416,-3.529729343,9.018066371,-6.622887486,1
481,4.677132859,-4.590390931,8.868101771,-11.1993083,1
482,2.806401372,-2.139463356,8.893999258,-9.580768756,1
483,3.430734661,-4.284026357,9.041220516,-9.721310239,1
484,5.185468788,-4.003456852,8.150835446,-8.5401744,1
485,2.64631582,-3.412769556,9.484590289,-10.44179501,1
486,2.302313687,-4.262926961,9.724068683,-8.446444268,1
487,1.922634626,-4.251859096,9.408331938,-8.97670521,1
488,1.951159132,-3.665789978,8.626612151,-10.5129979,1
489,2.855939792,-3.829606563,9.94840768,-9.699087057,1
490,1.422668778,-4.160461286,8.92890575,-10.03934738,1
491,2.440265648,-2.87221548,9.931254519,-9.249958471,1
492,3.10079612,-4.744065413,10.49536333,-8.922893552,1
493,3.703882653,-4.326344938,10.02752292,-9.280221648,1
494,3.158728436,-3.273089576,8.3305742,-9.704433783,1
495,3.786417,-4.580238164,8.961979601,-8.910966268,1
496,4.006337097,-4.336722714,10.42464724,-8.579255737,1
497,3.845045125,-2.512023082,9.91983695,-8.502356184,1
498,2.602163962,-5.183894483,7.945206603,-9.151403798,1
499,3.835914758,-4.401352003,10.68835528,-8.983459487,1
500,2.731195239,-3.700484855,?,-10.05615846,1
501,1.239681999,-0.388797663,10.96109679,-5.997415154,2
502,-0.868440961,1.376133974,9.070338828,-10.71705472,2
503,1.208574988,1.909541792,8.935356833,-7.432513466,2
504,1.057128967,1.287849858,8.553415849,-8.532244469,2
505,0.196465247,1.261919952,9.738205698,-9.73608508,2
506,0.09378324,0.657828079,7.252066012,-9.475603369,2
507,0.298962567,0.14621903,9.525864664,-10.6612204,2
508,-0.883735896,0.141830513,7.550723286,-8.275108824,2
509,-0.6116028,1.809808551,8.874056306,-9.679404851,2
510,-0.078782891,0.010740409,10.35930059,-8.274565107,2
511,-0.059154799,-0.888166161,10.26496421,-7.936161522,2
512,0.09541186,0.288816985,9.294616297,-8.930728498,2
513,-0.66008174,0.729482701,8.524631939,-8.743835899,2
514,-0.271392441,0.895067224,8.734148473,-9.782950185,2
515,-0.064806481,1.953011083,8.845007991,-9.096567438,2
516,0.776145172,2.041627983,9.526089476,-8.956766085,2
517,0.59337427,-0.803891483,10.70290022,-8.04480031,2
518,-1.656925028,0.561892713,9.125663577,-10.56508266,2
519,-0.808251353,1.430907165,7.732972469,-10.41022544,2
520,-0.757052104,-0.024813711,9.753387517,-8.884526838,2
521,2.054253292,-0.545932911,9.859927317,-8.792550072,2
522,0.900921862,1.304064082,8.339588558,-9.935204808,2
523,-0.814746915,-0.056474175,10.64705164,-10.17537075,2
524,1.888028501,0.479232801,9.407454005,-8.420866975,2
525,-0.083898686,-0.213909323,9.092338404,-7.781060678,2
526,-2.049182874,0.408118998,6.793468774,-9.747073489,2
527,-0.657025732,0.660771233,10.21768125,-9.937010454,2
528,0.412604395,-0.090070762,7.956752891,-9.9557059,2
529,-0.17893789,-0.198019179,9.28161094,-9.162841535,2
530,0.310257426,-0.792375665,10.9460663,-9.128273093,2
531,1.257043193,0.283384416,8.703589513,-9.395415539,2
532,0.916889476,-0.159153587,9.338609301,-8.549850686,2
533,1.233629333,-0.10125161,8.729656652,-8.462254915,2
534,-1.812517619,0.092198351,8.269900699,-9.164988128,2
535,-0.036196503,0.924255137,8.178805363,-10.48288376,2
536,-0.175379435,-0.080131114,11.02088419,-7.165562185,2
537,0.981278327,-0.188397228,10.98535134,-7.982232196,2
538,-1.175710939,0.731508414,11.80895369,-9.400118794,2
539,0.026884562,-0.405145281,9.007341619,-8.918763058,2
540,0.299974271,0.206881277,10.35876086,-8.886491715,2
541,1.004334647,-0.28243501,8.785905385,-8.611402864,2
542,0.291814186,-0.776535429,8.123457313,-8.944072244,2
543,1.94494951,0.270997405,6.942892498,-9.40915988,2
544,0.886162308,0.83184921,9.681073487,-8.889309121,2
545,-0.520685077,-0.544385324,9.818683693,-8.763153646,2
546,0.418171508,-0.072604385,10.2250554,-8.735125027,2
547,0.445277777,-0.050760306,9.029680242,-8.677978045,2
548,0.278119801,0.856171228,9.853009157,-10.44962484,2
549,-0.880517806,0.647637728,9.223811318,-10.58476492,2
550,-0.728564044,-0.580566627,8.347504809,-9.546709517,2
551,0.717453638,0.274173171,9.516629851,-7.953333619,2
552,-0.183871589,-0.169855956,8.896305278,-8.258989423,2
553,1.182081383,-0.521227558,7.7424532,-9.891245496,2
554,0.476568746,-0.902341652,10.73470952,-9.496990246,2
555,1.102726071,-0.785942049,9.626867683,-9.286690082,2
556,-1.389928687,0.144257242,9.769942097,-7.961828477,2
557,1.111745482,-1.03245095,9.331303622,-9.7169974,2
558,0.901634295,-0.575703062,9.049265924,-8.50278906,2
559,0.100930281,-2.026641219,7.409246213,-7.684520979,2
560,1.26477245,0.417831749,10.45219831,-10.0856144,2
561,-0.328620833,-0.060039811,8.767986509,-8.863423512,2
562,0.75709453,0.041196419,8.852013193,-8.363723008,2
563,-0.156020957,0.155648634,10.24193749,-7.904592781,2
564,-0.407203217,-0.488370564,9.539253295,-8.850509881,2
565,-1.060172305,-0.538873193,8.978287192,-9.63621213,2
566,0.526663404,-0.228331505,9.369094567,-9.205208855,2
567,1.209377599,-0.746357016,8.889075204,-6.853293593,2
568,-1.330034196,-0.163775336,8.792728125,-7.340971355,2
569,-0.808411712,-0.408082187,9.075888914,-9.195928902,2
570,2.580144175,-0.823544384,9.789903542,-9.537695694,2
571,0.876856651,-1.778354942,8.788469609,-10.28479124,2
572,2.515777875,-1.97199138,8.283772375,-8.012471278,2
573,-2.106013424,0.270056645,8.987170459,-8.427702246,2
574,0.64159934,2.791776657,8.755778711,-10.09869488,2
575,-1.03733785,-2.377715408,9.523562079,-10.51339049,2
576,-0.11102792,-0.525082104,9.224428157,-10.50595052,2
577,1.333577787,0.214106678,8.923384125,-10.3615175,2
578,1.143001586,0.49746866,9.070525033,-8.366177952,2
579,-1.309504486,0.106468858,9.691741015,-8.130135939,2
580,-0.263937945,-1.280514512,9.606854469,-10.97430577,2
581,0.551754536,-0.020889165,8.197962657,-8.867273726,2
582,0.141031313,0.75122199,7.755197885,-9.995173224,2
583,0.955869381,-0.142349728,10.21663603,-9.218135547,2
584,1.213267724,-0.860948286,8.699510657,-9.65266023,2
585,-0.653815451,-0.223237064,8.188848488,-8.789049415,2
586,0.55080836,0.921842702,9.871256369,-8.693002925,2
587,0.547667034,-0.587236657,8.415480113,-10.18018724,2
588,0.103932498,0.922121008,9.329160051,-8.732272497,2
589,1.41162785,0.419971927,9.736000039,-8.01590876,2
590,0.332449089,1.375122898,8.961777127,-8.892986528,2
591,-0.107953751,-1.896855462,8.158520386,-8.849924832,2
592,-1.339111652,-1.393658687,9.907018415,-8.7783459,2
593,0.279644498,0.450686843,8.530677702,-9.646119024,2
594,0.62450434,0.456570385,9.506471567,-10.50763132,2
595,-0.031508601,-0.1061353,10.47218217,-7.578521586,2
596,-0.006972429,0.933137827,8.213207814,-9.120967398,2
597,-0.585035117,-0.103567847,8.535240217,-8.782725226,2
598,-1.45561711,-1.858889153,8.164044,-8.247411664,2
599,-0.887640485,-0.553235226,8.027005245,-8.101594501,2
600,-1.150369778,0.450498023,9.125272519,-10.24107656,2
601,-0.06472716,-0.596801448,8.669417839,-8.990446109,2
602,-1.311882134,-0.582790189,8.0648188,-9.807700399,2
603,-0.610371871,0.117864315,8.403882166,-8.90674418,2
604,0.386147118,-0.474225294,8.794481583,-7.767292871,2
605,1.400490214,1.375961011,10.11516104,-10.2179014,2
606,-0.621814119,0.780046746,8.791663108,-8.738251619,2
607,0.641098475,1.293992383,10.85931715,-11.38799943,2
608,-0.852228547,-0.323050038,10.13444765,-6.398095934,2
609,-2.396750372,-0.300016193,6.831768316,-9.566282731,2
610,-1.510577465,-0.718268139,10.64863918,-10.06113283,2
611,-2.047701231,-1.028330079,8.154304186,-8.599972124,2
612,1.603364923,-0.544305498,6.765510245,-9.504303765,2
613,-0.161746573,-0.741528618,9.238686667,-8.149697748,2
614,0.36889769,0.104746143,8.810168662,-9.138285931,2
615,0.303766391,1.888754957,7.226843912,-7.640625798,2
616,1.631608571,-1.382506388,8.950807574,-8.541290464,2
617,0.461829081,0.151410996,9.071792208,-9.809440194,2
618,0.421438847,1.212801034,8.597230128,-7.890351375,2
619,0.663319093,0.822522773,9.614566814,-8.074785041,2
620,-0.139112453,1.853994317,9.059423385,-8.082938381,2
621,-0.803312108,2.187605839,7.128143606,-9.397112009,2
622,0.657807959,-0.749975746,7.444125364,-8.92578345,2
623,2.032549531,-0.268283267,9.905383902,-8.271136949,2
624,0.885583053,0.245200455,8.565502607,-9.37643118,2
625,-0.208165116,-0.88534573,9.187733111,-8.709684415,2
626,-0.88427574,-0.943574695,9.583404548,-9.715088088,2
627,1.435836105,-1.288673648,6.322694692,-10.01428163,2
628,0.225088384,-1.567522693,9.516469992,-6.434611352,2
629,-0.307063291,-0.318398304,8.667673646,-8.773253982,2
630,-0.927852342,0.528488781,10.13181009,-8.498764026,2
631,-1.232517938,0.640045328,7.973705552,-8.447995855,2
632,-0.228982796,0.20370157,7.362928017,-10.48210613,2
633,-0.970802361,-0.592014538,7.223949774,-9.128219873,2
634,-0.926049333,-0.101243688,7.020821188,-8.454593092,2
635,0.071222203,1.274654561,9.205253484,-9.937899752,2
636,-0.559139454,-1.374841945,9.775160687,-8.576232981,2
637,1.104405791,-0.532942402,7.270862954,-8.329250618,2
638,-0.275458731,0.640313085,7.859736546,-10.75328543,2
639,1.58274716,-0.644117023,9.86911022,-8.874968196,2
640,-0.768113176,-0.574965448,9.83852352,-9.752574067,2
641,0.471831974,-0.223226841,8.550653583,-7.745471187,2
642,-1.38199068,0.71427775,8.881062508,-10.88446402,2
643,-0.910154623,-1.077799268,7.153102534,-8.100610462,2
644,-0.003699072,-1.338435993,8.517178676,-10.30913177,2
645,0.285066015,1.125484903,8.179793804,-10.34062059,2
646,-0.633989802,1.37952155,10.00686662,-8.014625883,2
647,1.150089236,-0.008178268,6.465658928,-8.932449621,2
648,0.19200354,0.799151426,9.316692621,-8.965105787,2
649,-0.860258391,1.805475442,8.847169147,-6.237143905,2
650,-0.50214047,1.780334448,9.488881284,-9.511111929,2
651,0.589715833,-0.373813676,7.325263682,-6.631539439,2
652,0.676356966,-0.345384059,7.875233281,-9.03037932,2
653,-0.468441943,0.505517902,8.508504962,-7.840765254,2
654,-0.056733934,0.440674986,8.413376826,-9.211051392,2
655,0.527320959,0.439673792,8.094006256,-11.11856356,2
656,-1.587422072,-2.272345305,10.50903279,-8.34784383,2
657,-0.252118908,0.27170056,8.755618123,-9.324083777,2
658,-0.604032709,0.08711549,8.81620635,-8.182075417,2
659,-0.019208669,0.37438793,8.732078433,-9.777579301,2
660,1.20074348,0.195270562,8.09908646,-9.571676033,2
661,1.626011091,-0.57496291,9.496790197,-7.008446882,2
662,-1.544000592,1.887485803,11.16543125,-8.598795569,2
663,-0.144926457,-0.481354691,7.623082297,-7.959830162,2
664,0.864299668,-0.43752124,8.092970478,-9.612625121,2
665,-1.998265822,-0.662588664,8.223647236,-8.346414473,2
666,0.372803647,-0.182349964,8.053168063,-10.0955434,2
667,-0.404764999,0.713395732,8.140884096,-9.318771597,2
668,-0.135680566,-3.418033052,9.171230907,-10.23374945,2
669,-1.186937139,0.423963989,9.284820715,-9.064699882,2
670,-0.558760875,0.401089856,9.250103384,-7.849579439,2
671,-0.917501461,-1.272757545,10.51590339,-8.694579331,2
672,-0.17885842,-0.76967985,7.653701658,-6.965586181,2
673,-0.358921456,0.869437807,8.00888852,-7.985024887,2
674,-0.11988915,-0.639763717,9.02896456,-9.910026734,2
675,2.177029889,1.013668948,8.851249267,-9.375260827,2
676,-1.07986179,-0.962535566,10.04162822,-8.441686266,2
677,0.077008429,-0.543501782,8.606646563,-8.923104996,2
678,1.822822311,-1.131204527,10.83858179,-8.496770515,2
679,0.680396478,0.514677822,9.834084138,-9.994252478,2
680,0.708268715,0.516608936,9.544633262,-10.2391157,2
681,0.232101038,0.66604977,8.494271535,-8.48479738,2
682,1.660905899,0.847909078,10.14649374,-7.845645076,2
683,-0.303445235,2.0140428,9.338444617,-8.979693682,2
684,-0.765113349,0.959828394,7.021729189,-9.102540374,2
685,-2.60310255,1.04262695,9.68090775,-7.797543238,2
686,1.93186081,-0.177406867,8.886289245,-7.727149586,2
687,-1.294496855,0.283282419,9.746136315,-8.941514286,2
688,-0.801586087,-0.018462003,7.764997095,-9.942943812,2
689,0.130723397,0.768908262,9.339365189,-10.98666877,2
690,0.674587098,0.384336679,11.48191563,-8.924019562,2
691,-0.865408712,-0.465001555,7.765298438,-8.680133875,2
692,1.161495946,-1.383527057,9.249724107,-6.857851595,2
693,0.559803812,0.996199381,8.676740349,-9.83382655,2
694,1.787075781,0.499083687,8.695136464,-7.730122,2
695,0.295536264,-0.467597724,9.521768769,-9.739915711,2
696,-1.135027017,-0.245860451,7.944679946,-10.77952464,2
697,-0.298745208,0.624935153,8.430174777,-9.383616979,2
698,0.484184819,-0.366283476,9.04118761,-8.766060784,2
699,-0.321140762,-0.631504145,9.269387803,-8.893363091,2
700,0.692049865,0.69568689,8.822330381,-8.612214779,2
701,3.288428157,0.28597831,9.209555812,-9.590603554,2
702,0.871377173,-0.297786752,7.358124429,-7.373467114,2
703,1.498291185,0.195426536,8.228658631,-8.760018212,2
704,-0.602274769,1.694536237,10.29252688,-10.27287954,2
705,0.558427653,-0.508889788,8.719790118,-9.271992354,2
706,0.346475294,0.248016753,9.116223325,-9.892126937,2
707,0.492357737,-0.536311313,8.245642874,-9.421077566,2
708,1.724634533,-0.109504947,9.873133491,-10.80118512,2
709,3.303998806,-0.179990068,8.083829364,-8.607724875,2
710,-1.070275258,-0.132852392,10.26922396,-9.132433489,2
711,0.643931643,1.952145198,9.125195337,-7.214826181,2
712,0.732844208,0.8003077,10.02113134,-10.01081505,2
713,-0.419225521,-0.947613818,9.766807121,-8.766944574,2
714,0.643950548,-1.182883954,9.534309723,-9.847411565,2
715,-1.27717536,-0.7739678,7.846147566,-7.119913288,2
716,0.418334484,1.147143608,9.504085161,-10.06015988,2
717,-0.274718048,-0.775446207,9.637472517,-9.064203793,2
718,-2.686562814,0.816081271,5.681333733,-8.718022096,2
719,-2.552764453,-0.474507452,9.111568187,-8.024671472,2
720,0.410102859,2.533518057,6.921075335,-8.994010474,2
721,-2.481505474,-0.731908801,8.405521475,-9.409035334,2
722,0.470677128,-0.586925722,8.705399854,-7.654839122,2
723,0.265162435,-0.834682658,10.01311756,-10.10404121,2
724,-0.23764084,0.815721347,9.991460646,-10.16865408,2
725,-2.459453143,0.689884736,8.165161551,-9.551366481,2
726,-0.601611577,0.083015773,8.409212864,-9.125334521,2
727,0.392142632,-1.078647302,8.110393007,-8.699072825,2
728,2.366499688,-3.914069528,8.927570219,-9.154994543,2
729,-0.869341961,-0.111298422,9.465546469,-9.295979254,2
730,-0.144901462,1.415179985,8.068335391,-10.55064831,2
731,-0.309429376,0.801497808,8.117446865,-10.8632443,2
732,0.32756711,-0.499825701,9.687210845,-9.249921728,2
733,-0.234790568,-1.577704243,9.301194724,-7.589513781,2
734,-1.84843743,-0.601731581,7.434434148,-7.562416227,2
735,0.851820537,-0.168264142,9.492065395,-8.657728649,2
736,-0.274061528,-0.102809533,7.560970738,-10.32265677,2
737,-0.844569849,-0.668309126,9.015650381,-9.470394469,2
738,0.786701602,0.307701797,10.7060185,-8.450980595,2
739,-0.553663251,-0.561751363,9.688608721,-9.456986125,2
740,-0.625438496,0.230889084,8.474439976,-8.442950353,2
741,1.077986818,-0.430249569,10.93031047,-9.401453475,2
742,0.984434951,-2.158951735,8.612710608,-10.12414785,2
743,-1.66194038,-0.006104938,9.580180423,-8.31942372,2
744,0.05188915,-1.001965734,9.454746828,-8.416340784,2
745,-0.272259023,-0.774488255,7.393030758,-10.12783183,2
746,0.967274434,2.148957135,8.691580035,-7.979404892,2
747,-1.654432253,-1.080177359,7.348126571,-10.09820751,2
748,-1.928854042,0.289272023,8.103426897,-10.05118534,2
749,1.191976003,0.753484112,9.990404288,-9.146971553,2
750,-1.280881469,0.188410454,9.743428573,-8.875908811,2
751,-0.22538357,0.178643262,8.259529938,-8.710349001,2
752,-1.052347701,-0.016837054,10.05007771,-10.22142612,2
753,-1.521128735,1.033216379,7.621057798,-8.057963012,2
754,0.746839228,-1.67431913,8.843530749,-8.75881565,2
755,1.059627005,0.051030923,8.94779758,-9.547800283,2
756,1.007753611,-0.411744148,8.483245029,-7.789521352,2
757,0.294626727,0.309810484,9.300912412,-8.655506279,2
758,2.576519505,0.247515392,8.54939003,-10.39819845,2
759,0.647238414,-1.042546046,9.422854923,-8.204195813,2
760,0.153005226,-0.318693828,10.29009448,-8.458494845,2
761,-0.297180409,0.740369344,8.763816144,-11.46285811,2
762,-2.041379416,1.156067203,9.375324614,-9.611864802,2
763,0.542640634,-1.190056558,8.727512389,-8.456043723,2
764,1.651629141,0.389112834,9.403761154,-7.800297652,2
765,0.739906008,1.51365777,9.553721832,-9.088517868,2
766,1.01246369,-0.475404993,7.723973557,-9.05443486,2
767,-0.325791413,-0.540886644,7.348257388,-9.863478418,2
768,0.258536445,-1.306713303,10.29469809,-9.064205041,2
769,-0.435746988,1.347853638,8.902236709,-7.754258604,2
770,-0.667334875,0.60524661,8.151659326,-10.86544342,2
771,-0.585186793,-0.581731915,8.23390954,-9.363649519,2
772,0.251699046,0.074551762,7.836258818,-7.854639486,2
773,1.493226177,1.985742065,7.761989946,-9.019538798,2
774,-1.027652579,0.417442443,10.06630716,-8.360631972,2
775,-0.755962566,-0.142150158,7.251168815,-8.529551278,2
776,-0.375649934,-0.37249585,9.952310855,-10.06256383,2
777,-0.556332112,-0.910222794,10.11154012,-9.101243589,2
778,-0.549240426,1.00359468,9.710528033,-8.841975717,2
779,-0.807849736,1.747446268,9.143148191,-9.202967104,2
780,1.229761112,-0.141441421,8.889782814,-8.841980214,2
781,0.18832075,0.229103941,10.67665376,-10.53620954,2
782,-0.728721828,-0.896418906,8.776044584,-9.705207631,2
783,-0.51323997,0.641118591,7.374625648,-8.023552897,2
784,-1.6174674,0.909746559,9.481459391,-8.785674382,2
785,0.5295289,0.072201275,9.627913404,-8.909867046,2
786,0.381257995,-1.499620699,8.626714182,-9.262212361,2
787,-0.152283814,1.070774513,9.375593426,-9.611335701,2
788,-1.088956177,2.167489983,8.473057862,-10.42285802,2
789,-1.37682551,-0.351155677,8.27158944,-10.38207284,2
790,1.442884342,-0.269238609,9.043648785,-9.773925461,2
791,0.834317737,-0.180886459,9.951129637,-8.92250445,2
792,1.733671715,0.803327515,8.933116102,-8.543507316,2
793,-1.192381856,-0.226062944,11.44161752,-8.775459268,2
794,0.09412332,1.340262254,8.521772347,-10.70964586,2
795,-0.114416151,-0.832410477,11.77836988,-10.13961198,2
796,1.070728248,-0.301155112,9.878694376,-10.19200676,2
797,-0.641345161,-0.460472558,9.958452342,-9.362320617,2
798,-0.620663506,0.191222632,8.916936197,-8.158264182,2
799,-0.460877869,1.329898813,9.398606412,-7.400766185,2
800,-1.416337879,NA,7.31540794,-9.12554043,2
801,1.717712001,0.084230074,7.896446496,-7.111041958,2
802,-0.432018019,-0.227171294,9.410236828,-7.903285826,2
803,-0.764638695,-0.08599338,8.534220394,-8.514667501,2
804,-1.451683425,1.755713765,8.333815267,-9.275605954,2
805,0.667655905,0.436814746,10.54133492,-9.695064899,2
806,2.161627296,-2.309760014,9.128898055,-9.430631316,2
807,1.228241642,-0.995957995,8.699425043,-9.107852406,2
808,-0.345308301,-0.716280855,11.54447347,-7.109277323,2
809,1.96745068,-1.349600336,9.854410409,-9.48116181,2
810,-0.344548083,-1.410589503,9.190779584,-8.910246346,2
811,-0.141176156,-0.151748893,10.03859956,-10.21543248,2
812,-0.359042081,-0.061109739,8.868639887,-10.26249012,2
813,-0.126303695,0.122006874,8.177454459,-9.514549795,2
814,1.280250769,-1.021940107,8.161034043,-10.38468023,2
815,0.75977426,-0.945151971,8.451150678,-8.945150048,2
816,1.304823645,1.013562349,7.966817799,-8.270431265,2
817,-0.589418193,-0.03221183,7.068469743,-10.07952988,2
818,0.103570912,-0.371850465,8.294617951,-9.846848515,2
819,1.732386364,2.233935077,10.00661637,-9.174134317,2
820,0.872921789,-0.312126736,9.12108067,-8.490974894,2
821,0.757745051,-0.115530504,8.722367244,-10.23054647,2
822,-0.770482259,0.863190234,7.976430533,-9.312251057,2
823,-0.491699906,-0.260494772,9.414953067,-8.738674083,2
824,-0.330095716,-0.046057639,8.706815965,-8.965262264,2
825,-0.313166841,0.258733724,8.344786037,-9.994630685,2
826,0.136493257,0.622930608,8.434050411,-9.344700573,2
827,-1.114318887,0.177764101,9.255931941,-9.46256129,2
828,1.359762952,-0.625775579,10.24112815,-7.874601901,2
829,1.518760328,-1.06614596,9.631693414,-8.862707018,2
830,0.227037448,-0.313184663,7.471575392,-8.73537564,2
831,-0.694272928,0.338443925,8.117230799,-10.84932928,2
832,-1.899954596,-0.676060986,9.133572195,-8.570752011,2
833,-0.038278393,0.951263072,8.315614621,-7.972094818,2
834,1.354492878,-1.425933127,9.871750606,-8.865810699,2
835,1.906198584,-0.914077766,9.336179894,-9.339032324,2
836,3.507944438,0.673240927,8.946518362,-7.866043318,2
837,0.277897205,1.141077721,9.973925931,-8.571824626,2
838,0.910609483,-0.675268111,8.166424928,-7.673720544,2
839,-0.091171135,0.163222601,10.66993925,-10.56134372,2
840,0.128166416,1.208214245,9.04963115,-9.297158881,2
841,-0.190626941,1.922521016,7.772637656,-7.858662447,2
842,-0.047132848,0.649735507,9.187640251,-10.43970411,2
843,-1.61119616,0.12830342,7.699188608,-9.786770616,2
844,-0.363637835,1.503680925,7.36707756,-11.02044787,2
845,-0.449841054,-0.481812738,9.798522884,-7.546846657,2
846,0.161192373,-0.336315989,9.768025509,-10.99404006,2
847,-2.382193651,-0.57490156,9.779655538,-11.48798211,2
848,0.404847753,-0.00777165,8.991519279,-8.316648798,2
849,-2.16564045,1.623952233,9.389886657,-11.60907608,2
850,-0.535038108,-0.343166207,8.155241109,-8.738531103,2
851,-0.103944324,-0.241401825,8.995634829,-9.299482784,2
852,-2.40073474,0.826099601,9.489823771,-8.073366441,2
853,-0.663968627,2.070543153,9.774747123,-8.416745032,2
854,0.493994162,-1.395602858,8.434154038,-9.007700132,2
855,-0.478254593,0.943953605,8.59998035,-7.797052784,2
856,-1.048216205,-0.380648488,8.397255411,-8.514209862,2
857,0.169925226,0.393373921,9.017478783,-8.484473573,2
858,-0.471475535,1.247998016,8.465174653,-9.457857042,2
859,0.137704228,-0.421451677,9.110104235,-10.36684237,2
860,1.43721776,-0.088206571,8.890786787,-9.899153665,2
861,0.114417467,-1.283347678,8.377767753,-8.942143879,2
862,-0.293467369,1.119148925,8.557248556,-9.760159183,2
863,-0.415869497,0.01890346,8.907719207,-9.199359485,2
864,-2.077226491,1.448690737,10.79009509,-10.42263423,2
865,-0.611223528,-1.102206026,7.740085401,-8.085976491,2
866,-0.092861117,0.19781554,8.237460652,-8.289587162,2
867,0.752245363,-0.163697244,8.153270365,-8.174009821,2
868,0.452068138,-0.020267758,8.49640112,-9.784012753,2
869,-0.634524095,-1.098779756,8.660163179,-8.712802539,2
870,-0.535706692,0.435637764,8.158169508,-8.653711128,2
871,-0.432988939,-0.926175212,8.703532792,-9.024961028,2
872,0.804115264,0.181761961,7.214285582,-7.454857876,2
873,2.141556627,-0.266018863,8.241023215,-8.368995021,2
874,1.711581809,0.604600232,10.13742369,-8.036486998,2
875,0.057636605,-0.703306575,7.606063968,-10.93641219,2
876,-0.444309814,0.6492817,9.314779818,-8.424126079,2
877,-0.372983881,0.12897577,9.735070748,-7.999571716,2
878,-1.102923157,0.247367309,10.22172942,-8.181563425,2
879,-0.739805169,-1.819469852,9.909365624,-7.996571807,2
880,0.105764007,0.040044084,9.338161036,-9.132285294,2
881,1.393855385,-1.185888217,8.095766492,-8.529711026,2
882,0.472241608,-0.587539913,9.601658011,-8.587861425,2
883,-2.167329,1.401851843,10.65714531,-8.638695249,2
884,-0.187078106,0.093219808,9.064466511,-9.681908476,2
885,-0.597791478,0.785569902,10.59112572,-8.827266023,2
886,-0.986944193,-0.341161415,10.73218676,-9.880013888,2
887,-0.721185009,-0.439634193,8.41274992,-9.549239801,2
888,-0.657401421,-0.31073387,8.551560225,-7.221170457,2
889,1.007069941,-0.138989422,9.91811171,-9.239725336,2
890,-1.033295348,0.435257692,8.020913145,-7.595945358,2
891,-0.879958853,0.887966655,8.150858448,-10.1196556,2
892,1.485417815,-1.079173533,9.598286228,-10.13921084,2
893,-0.092304742,0.608057291,8.126794753,-8.85408898,2
894,0.971780226,0.137247217,8.959154212,-8.6069906,2
895,-1.462752438,-0.480823581,8.532374332,-8.747242896,2
896,0.033288288,1.385322969,8.657447464,-9.125752686,2
897,-1.261798771,-1.720396698,7.030930794,-7.428447171,2
898,1.066979568,-0.218994167,8.993514003,-8.824345983,2
899,-0.560486422,1.241345945,8.634294257,-9.466765309,2
900,2.271858332,NA,9.287118527,-9.802795996,2
901,-0.657368889,-0.025048529,9.988605561,-9.369640412,2
902,-0.590384929,1.524148566,9.023970819,-8.307511154,2
903,-0.52241136,-0.325760302,10.96578818,-8.02971148,2
904,0.335280838,2.285606241,7.78506948,-9.437929235,2
905,-0.057285198,-1.207933645,8.898168164,-9.824464866,2
906,1.511116385,1.026083988,9.463782795,-9.663430382,2
907,0.67194505,0.825389948,7.880054513,-9.415943965,2
908,0.866124634,1.02843868,7.82629181,-9.869030802,2
909,2.476530383,-0.113023785,9.116062261,-9.572916609,2
910,1.036241073,0.991698472,8.771889219,-10.87425307,2
911,-0.207597947,0.383742764,8.04780641,-8.092786947,2
912,-0.488440699,0.306486771,9.697061054,-9.058427844,2
913,0.313001707,-0.168746505,10.11914527,-9.069624057,2
914,0.422209386,-0.790600573,7.74796697,-9.921849296,2
915,-0.03930547,0.110974176,8.481483276,-8.556654269,2
916,-0.156131532,-0.407131221,8.907351343,-9.159997106,2
917,1.012355507,1.423949731,9.3475034,-9.040203582,2
918,-0.878593996,-0.754559704,8.473121122,-9.176884224,2
919,0.943280882,2.917883285,9.534727628,-8.100531854,2
920,-0.110533795,-0.251783173,8.655528202,-9.917269631,2
921,-0.926528618,-0.803519124,8.643648817,-9.955358589,2
922,-1.53858883,0.189628964,7.783804215,-8.908763811,2
923,-0.06303343,0.178009482,7.760866203,-9.234049805,2
924,1.930078483,0.471043947,8.674112087,-10.13527359,2
925,0.967432388,0.238921043,9.189302604,-8.2605317,2
926,-1.495860643,0.498231825,7.11468941,-8.493766998,2
927,-1.499569152,1.87329169,9.604866998,-8.062484091,2
928,-0.614664805,-1.184569478,8.892469602,-9.600459073,2
929,2.137601507,-0.043345158,9.068035439,-7.954809955,2
930,0.696690422,-1.091134414,7.416081773,-8.951124124,2
931,0.002520068,0.148350412,7.974663516,-9.024476771,2
932,-0.947644491,0.21757147,10.31527044,-10.33525047,2
933,1.183655136,-0.360416887,8.983185377,-9.784612153,2
